assembly_id	label	taxid	uniq_SCG_hits	perc_comp	perc_redund	domain	phylum	class	order	family	genus	specific_name
GCF_000010065.1	GCF_000010065.1_Bacteria_Cyanobacteria_NA_Synechococcus_elongatus_PCC_6301	269084	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus
GCF_000010125.1	GCF_000010125.1_Bacteria_Firmicutes_Bacilli_Staphylococcus_saprophyticus_ATCC_15305	342451	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus
GCF_000010145.1	GCF_000010145.1_Bacteria_Firmicutes_Bacilli_Lactobacillus_fermentum_IFO_3956	334390	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum
GCF_000010165.1	GCF_000010165.1_Bacteria_Firmicutes_Bacilli_Brevibacillus_brevis_NBRC_100599_=_47	358681	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
GCF_000010185.1	GCF_000010185.1_Bacteria_Firmicutes_Tissierellia_Finegoldia_magna_ATCC_29328	334413	14	93.33	0.00	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
GCF_000010285.1	GCF_000010285.1_Bacteria_Actinobacteria_NA_Kocuria_rhizophila_DC2201_=_NBRC_103217	378753	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Kocuria	Kocuria rhizophila
GCF_000010305.1	GCF_000010305.1_Bacteria_NA_Gemmatimonadetes_Gemmatimonas_aurantiaca_T-27	379066	14	93.33	0.00	Bacteria	NA	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca
GCF_000010405.1	GCF_000010405.1_Bacteria_Proteobacteria_Gammaproteobacteria_Calyptogena_okutanii_thioautotrophic_gill_symbiont_HA	412965	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Calyptogena okutanii thioautotrophic gill symbiont
GCF_000010425.1	GCF_000010425.1_Bacteria_Actinobacteria_NA_Bifidobacterium_adolescentis_ATCC_15703	367928	14	93.33	0.00	Bacteria	Actinobacteria	NA	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis
GCF_000010505.1	GCF_000010505.1_Bacteria_Bacteroidetes_Bacteroidia_Porphyromonas_gingivalis_ATCC_33277	431947	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis
GCF_000010525.1	GCF_000010525.1_Bacteria_Proteobacteria_Alphaproteobacteria_Azorhizobium_caulinodans_ORS_571	438753	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	Azorhizobium caulinodans
GCF_000010605.1	GCF_000010605.1_Bacteria_Actinobacteria_NA_Streptomyces_griseus_NBRC_13350	455632	14	93.33	0.00	Bacteria	Actinobacteria	NA	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseus
GCF_000010625.1	GCF_000010625.1_Bacteria_Cyanobacteria_NA_Microcystis_aeruginosa_NIES-843	449447	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_000010665.1	GCF_000010665.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrio_magneticus_RS-1	573370	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus
GCF_000010785.1	GCF_000010785.1_Bacteria_Aquificae_NA_Hydrogenobacter_thermophilus_TK-6	608538	14	93.33	0.00	Bacteria	Aquificae	NA	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
GCF_000010985.1	GCF_000010985.1_Bacteria_Deferribacteres_NA_Deferribacter_desulfuricans_SSM1	639282	14	93.33	0.00	Bacteria	Deferribacteres	NA	Deferribacterales	Deferribacteraceae	Deferribacter	Deferribacter desulfuricans
GCF_000011025.1	GCF_000011025.1_Bacteria_Actinobacteria_NA_Rothia_mucilaginosa_DY-18	680646	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa
GCF_000011105.1	GCF_000011105.1_Archaea_Euryarchaeota_Thermococci_Pyrococcus_horikoshii_OT3	70601	14	93.33	0.00	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus horikoshii
GCF_000011185.1	GCF_000011185.1_Archaea_Euryarchaeota_Thermoplasmata_Thermoplasma_volcanium_GSS1	273116	13	86.67	0.00	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma volcanium
GCF_000011205.1	GCF_000011205.1_Archaea_Crenarchaeota_Thermoprotei_Sulfurisphaera_tokodaii_7	273063	14	93.33	0.00	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera	Sulfurisphaera tokodaii
GCF_000011225.1	GCF_000011225.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_penetrans_HF-2	272633	14	93.33	0.00	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma penetrans
GCF_000011245.1	GCF_000011245.1_Bacteria_Firmicutes_Bacilli_Oceanobacillus_iheyensis_HTE831	221109	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis
GCF_000011305.1	GCF_000011305.1_Bacteria_Actinobacteria_NA_Corynebacterium_efficiens_YS-314	196164	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium efficiens
GCF_000011465.1	GCF_000011465.1_Bacteria_Cyanobacteria_NA_Prochlorococcus_marinus_MED4	59919	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus
GCF_000011485.1	GCF_000011485.1_Bacteria_Cyanobacteria_NA_Prochlorococcus_marinus_MIT9313	74547	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus
GCF_000011645.1	GCF_000011645.1_Bacteria_Firmicutes_Bacilli_Bacillus_licheniformis_ATCC_14580_DSM_13	279010	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
GCF_000011685.1	GCF_000011685.1_Bacteria_Proteobacteria_Alphaproteobacteria_Gluconobacter_oxydans_621H	290633	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans
GCF_000011905.1	GCF_000011905.1_Bacteria_Chloroflexi_Dehalococcoidia_Dehalococcoides_mccartyi_195	243164	14	93.33	0.00	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
GCF_000011965.2	GCF_000011965.2_Bacteria_Proteobacteria_Alphaproteobacteria_Ruegeria_pomeroyi_DSS-3	246200	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria pomeroyi
GCF_000012085.2	GCF_000012085.2_Bacteria_Spirochaetes_Spirochaetia_Borrelia_turicatae_91E135	314724	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia turicatae
GCF_000012145.1	GCF_000012145.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsia_felis_URRWXCal2_California_2	315456	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia felis
GCF_000012285.1	GCF_000012285.1_Archaea_Crenarchaeota_Thermoprotei_Sulfolobus_acidocaldarius_DSM_639	330779	14	93.33	0.00	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius
GCF_000012305.1	GCF_000012305.1_Bacteria_Proteobacteria_Gammaproteobacteria_Psychrobacter_arcticus_273-4	259536	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus
GCF_000012325.1	GCF_000012325.1_Bacteria_Proteobacteria_Gammaproteobacteria_Colwellia_psychrerythraea_34H_BAA-681	167879	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea
GCF_000012385.1	GCF_000012385.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsia_bellii_RML369-C	336407	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii
GCF_000012405.1	GCF_000012405.1_Bacteria_Actinobacteria_NA_Thermobifida_fusca_YX	269800	14	93.33	0.00	Bacteria	Actinobacteria	NA	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida fusca
GCF_000012425.1	GCF_000012425.1_Bacteria_Proteobacteria_Betaproteobacteria_Dechloromonas_aromatica_RCB	159087	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	Dechloromonas aromatica
GCF_000012465.1	GCF_000012465.1_Bacteria_Cyanobacteria_NA_Prochlorococcus_marinus_NATL2A	59920	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus
GCF_000012485.1	GCF_000012485.1_Bacteria_Chlorobi_Chlorobia_Pelodictyon_luteolum_DSM_273	319225	13	86.67	0.00	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum
GCF_000012545.1	GCF_000012545.1_Archaea_Euryarchaeota_Methanobacteria_Methanosphaera_stadtmanae_DSM_3091	339860	14	93.33	0.00	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae
GCF_000012565.1	GCF_000012565.1_Bacteria_Proteobacteria_Alphaproteobacteria_Ehrlichia_canis_Jake	269484	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia canis
GCF_000012585.1	GCF_000012585.1_Bacteria_Chlorobi_Chlorobia_Chlorobium_chlorochromatii_CaD3	340177	14	93.33	0.00	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii
GCF_000012605.1	GCF_000012605.1_Bacteria_Proteobacteria_Gammaproteobacteria_Hydrogenovibrio_crunogenus_XCL-2	317025	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio	Hydrogenovibrio crunogenus
GCF_000012645.1	GCF_000012645.1_Bacteria_Cyanobacteria_NA_Prochlorococcus_marinus_MIT_9312	74546	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus
GCF_000012665.1	GCF_000012665.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrio_alaskensis_G20	207559	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio alaskensis
GCF_000012685.1	GCF_000012685.1_Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcus_xanthus_DK_1622	246197	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
GCF_000012725.1	GCF_000012725.1_Bacteria_Proteobacteria_Alphaproteobacteria_Nitrobacter_winogradskyi_Nb-255	323098	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi
GCF_000012745.1	GCF_000012745.1_Bacteria_Proteobacteria_Betaproteobacteria_Thiobacillus_denitrificans_ATCC_25259	292415	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus denitrificans
GCF_000012765.1	GCF_000012765.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_capricolum_ATCC_27343	340047	14	93.33	0.00	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma capricolum
GCF_000012805.1	GCF_000012805.1_Bacteria_Proteobacteria_Gammaproteobacteria_Nitrosococcus_oceani_ATCC_19707	323261	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus oceani
GCF_000012825.1	GCF_000012825.1_Bacteria_Bacteroidetes_Bacteroidia_Bacteroides_vulgatus_ATCC_8482	435590	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
GCF_000012845.1	GCF_000012845.1_Bacteria_Bacteroidetes_Bacteroidia_Parabacteroides_distasonis_ATCC_8503	435591	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
GCF_000012865.1	GCF_000012865.1_Bacteria_Firmicutes_Clostridia_Carboxydothermus_hydrogenoformans_Z-2901	246194	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	Carboxydothermus hydrogenoformans
GCF_000012885.1	GCF_000012885.1_Bacteria_Proteobacteria_Deltaproteobacteria_Pelobacter_carbinolicus_DSM_2380	338963	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter carbinolicus
GCF_000012925.1	GCF_000012925.1_Bacteria_Proteobacteria_Deltaproteobacteria_Geobacter_metallireducens_GS-15	269799	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter metallireducens
GCF_000012965.1	GCF_000012965.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Sulfurimonas_denitrificans_DSM_1251	326298	14	93.33	0.00	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas denitrificans
GCF_000012985.1	GCF_000012985.1_Bacteria_Proteobacteria_Gammaproteobacteria_Hahella_chejuensis_KCTC_2396	349521	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella chejuensis
GCF_000013005.1	GCF_000013005.1_Bacteria_Proteobacteria_Alphaproteobacteria_Erythrobacter_litoralis_HTCC2594	314225	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter litoralis
GCF_000013025.1	GCF_000013025.1_Bacteria_Proteobacteria_Alphaproteobacteria_Hyphomonas_neptunium_ATCC_15444	228405	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas neptunium
GCF_000013125.1	GCF_000013125.1_Bacteria_Proteobacteria_Alphaproteobacteria_Anaplasma_phagocytophilum_HZ	212042	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
GCF_000013145.1	GCF_000013145.1_Bacteria_Proteobacteria_Alphaproteobacteria_Ehrlichia_chaffeensis_Arkansas	205920	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
GCF_000013165.1	GCF_000013165.1_Bacteria_Proteobacteria_Alphaproteobacteria_Neorickettsia_sennetsu_Miyayama	222891	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia sennetsu
GCF_000013285.1	GCF_000013285.1_Bacteria_Firmicutes_Clostridia_Clostridium_perfringens_ATCC_13124	195103	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
GCF_000013325.1	GCF_000013325.1_Bacteria_Proteobacteria_Alphaproteobacteria_Novosphingobium_aromaticivorans_DSM_12444	279238	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans
GCF_000013345.1	GCF_000013345.1_Bacteria_Actinobacteria_NA_Frankia_casuarinae_CcI3	106370	14	93.33	0.00	Bacteria	Actinobacteria	NA	Frankiales	Frankiaceae	Frankia	Frankia casuarinae
GCF_000013365.1	GCF_000013365.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodopseudomonas_palustris_HaA2	316058	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
GCF_000013405.1	GCF_000013405.1_Bacteria_Proteobacteria_Deltaproteobacteria_Syntrophus_aciditrophicus_SB	56780	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus
GCF_000013445.1	GCF_000013445.1_Archaea_Euryarchaeota_Methanomicrobia_Methanospirillum_hungatei_JF-1	323259	14	93.33	0.00	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei
GCF_000013605.1	GCF_000013605.1_Bacteria_Proteobacteria_Betaproteobacteria_Rhodoferax_ferrireducens_DSM_15236	338969	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax ferrireducens
GCF_000013645.1	GCF_000013645.1_Bacteria_Proteobacteria_Betaproteobacteria_Paraburkholderia_xenovorans_LB400	266265	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia xenovorans
GCF_000013665.1	GCF_000013665.1_Bacteria_Proteobacteria_Gammaproteobacteria_Saccharophagus_degradans_2-40	203122	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	Saccharophagus degradans
GCF_000013725.1	GCF_000013725.1_Archaea_Euryarchaeota_Methanomicrobia_Methanococcoides_burtonii_DSM_6242	259564	14	93.33	0.00	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides burtonii
GCF_000013745.1	GCF_000013745.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodopseudomonas_palustris_BisB18	316056	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
GCF_000013765.1	GCF_000013765.1_Bacteria_Proteobacteria_Gammaproteobacteria_Shewanella_denitrificans_OS217	318161	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella denitrificans
GCF_000013885.1	GCF_000013885.1_Bacteria_Proteobacteria_Alphaproteobacteria_Nitrobacter_hamburgensis_X14	323097	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis
GCF_000013945.1	GCF_000013945.1_Bacteria_Spirochaetes_Spirochaetia_Leptospira_borgpetersenii_L550	355276	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	NA	Leptospiraceae	Leptospira	Leptospira borgpetersenii
GCF_000013985.1	GCF_000013985.1_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingopyxis_alaskensis_RB2256	317655	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis
GCF_000014025.1	GCF_000014025.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Arcobacter_butzleri_RM4018	367737	14	93.33	0.00	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri
GCF_000014045.1	GCF_000014045.1_Bacteria_Proteobacteria_Alphaproteobacteria_Roseobacter_denitrificans_OCh_114	375451	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter denitrificans
GCF_000014125.1	GCF_000014125.1_Bacteria_Firmicutes_Clostridia_Clostridium_novyi_NT	386415	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium novyi
GCF_000014145.1	GCF_000014145.1_Bacteria_Bacteroidetes_Cytophagia_Cytophaga_hutchinsonii_ATCC_33406	269798	14	93.33	0.00	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii
GCF_000014185.1	GCF_000014185.1_Bacteria_Actinobacteria_Rubrobacteria_Rubrobacter_xylanophilus_DSM_9941	266117	14	93.33	0.00	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus
GCF_000014225.1	GCF_000014225.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudoalteromonas_atlantica_T6c	342610	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas atlantica
GCF_000014265.1	GCF_000014265.1_Bacteria_Cyanobacteria_NA_Trichodesmium_erythraeum_IMS101	203124	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Oscillatoriales	Microcoleaceae	Trichodesmium	Trichodesmium erythraeum
GCF_000014285.2	GCF_000014285.2_Bacteria_Proteobacteria_Alphaproteobacteria_Granulibacter_bethesdensis_CGDNIH1	391165	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	Granulibacter bethesdensis
GCF_000014345.1	GCF_000014345.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsia_canadensis_McKiel	293613	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia canadensis
GCF_000014385.1	GCF_000014385.1_Bacteria_Firmicutes_Bacilli_Oenococcus_oeni_PSU-1	203123	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
GCF_000014425.1	GCF_000014425.1_Bacteria_Firmicutes_Bacilli_Lactobacillus_gasseri_ATCC_33323	324831	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri
GCF_000014445.1	GCF_000014445.1_Bacteria_Firmicutes_Bacilli_Leuconostoc_mesenteroides_ATCC_8293	203120	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides
GCF_000014465.1	GCF_000014465.1_Bacteria_Firmicutes_Bacilli_Lactobacillus_brevis_ATCC_367	387344	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus brevis
GCF_000014505.1	GCF_000014505.1_Bacteria_Firmicutes_Bacilli_Pediococcus_pentosaceus_ATCC_25745	278197	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus
GCF_000014565.1	GCF_000014565.1_Bacteria_Actinobacteria_NA_Rhodococcus_jostii_RHA1	101510	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus jostii
GCF_000014705.1	GCF_000014705.1_Bacteria_Proteobacteria_Gammaproteobacteria_Shewanella_frigidimarina_NCIMB_400	318167	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella frigidimarina
GCF_000014725.1	GCF_000014725.1_Bacteria_Firmicutes_Clostridia_Syntrophomonas_wolfei_Goettingen_G311	335541	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei
GCF_000014745.1	GCF_000014745.1_Bacteria_Proteobacteria_Alphaproteobacteria_Maricaulis_maris_MCS10	394221	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis	Maricaulis maris
GCF_000014765.1	GCF_000014765.1_Bacteria_Proteobacteria_Betaproteobacteria_Nitrosomonas_eutropha_C91	335283	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas eutropha
